DIAXWRI/ZON, V1  PAPNSN, XWRI/ZW          DIA
DIA/QHSQE, VE  AMS2P, TI/QHMI          DIA
PARANOMH/SASIN, VA  AAPDPM, NOME/W           PARA
A)NTEFILOSO/FHSAN, VAI AAI3P, FILOSOFE/W       A)NTI
KATOIKTI/RWMEN, VA  AAS1P, OI)KTEI/RW       KATA
E)KFOBEI=S, V2  PAI2S, FOBE/W           E)K
DIARRH/CANTES, VA  AAPNPM, R(H/GNUMI        DIA
DIE/DHSAN, VAI AAI3P, DE/W             DIA
KATAIKI/ZEIS, V1  PAI2S, AI)KI/ZW         KATA
A)PALLAGH=|S, VA  AAS2S, A)LLA/SSW        A)PO
U(PE/STRWSAN, VAI AAI3P, STRW/NNUMI       U(PO
DIEREQI/ZON, V1  PAPASN, E)REQI/ZW        DIA
PROSEPIKATE/TEINON, V1I IAI3P, TEI/NW           PROS  E)PI KATA
METASXHMATIZO/MENOS, V1  PMPNSM, SXHMATI/ZW       META
E)COMO/SHSQE/, VA  AMS2P, O)/MNUMI         E)K
E)PIKOUFI/ZOMAI, V1  PMI1S, KOUFI/ZOMAI      E)PI
E)KFEU/CH|, VF  FMI2S, FEU/GW           E)K
E)CH/RQROUN, V4I IAI3P, A)RQRO/W         E)K
A)NAMOXLEU/ONTES, V1  PAPNPM, MOXLEU/W         A)NA
E)CEME/LIZON, V1I IAI3P, MELI/ZW          E)K
PERILU/SANTES, VA  AAPNPM, LU/W             PERI
A)PESKU/QIZON, V1I IAI3P, SKUQI/ZW         A)PO
E)KMELIZO/MENOS, V1  PPPNSM, MELI/ZW          E)K
PERILAKIZOME/NAS, V1  PPPAPF, LAKI/ZW          PERI
PROBASANISQE/NTWN, VS  APPGPM, BASANI/ZW        PRO
E)KTE/MNEIS, V1  PAI2S, TE/MNW           E)K
KATAIKISQEI\S, VS  APPNSM, AI)KI/ZW         KATA
PAREPH/DHSEN, VAI AAI3S, PHDA/W           PARA
E)FARMO/SANTES, VA  AAPNPM, A(RMO/ZW         E)PI
KATE/KAMYAN, VAI AAI3P, KA/MPTW          KATA
A)NAKLW/MENOS, V3  PPPNSM, KLA/W            A)NA
E)CEMELI/ZETO, V1I IPI3S, MELI/ZW          E)K
PARE/XWN, V1  PAPNSM, E)/XW            PARA
A)NATRAFE/NTES, VD  APPNPM, TRE/FW           A)NA
E)KSPONDULIZO/MENOS, V1  PPPNSM, SPONDULI/ZOMAI   E)K
U(PEKAI/ETO, V1I IPI3S, KAI/W            U(PO
DIAPEI/RANTES, VA  AAPNPM, PEI/RW           DIA
DIE/KAION, V1I IAI3P, KAI/W            DIA
KATALELU/KAME/N, VX  XAI1P, LU/W             KATA
KATOIKTI/RAS, VA  AAPNSM, OI)KTEI/RW       KATA
A)FHGH/SH|, VF  FMI2S, H(GE/OMAI        A)PO
PARORMH/SEIEN, VA  AAO3S, O(RMA/W          PARA
E)PIXARE/NTES, VD  APPNPM, XAI/RW           E)PI
A)NH/SOUSI/N, VF  FAI3P, I(/HMI           A)NA
KATAIKI/SAS, VA  AAPNSM, AI)KI/ZW         KATA
A)PAUTOMOLW=, V2  PAI1S, AU)TOMOLE/W      A)PO
SUNOMOLOGEI=TAI, V2  PMI3S, O(MOLOGE/W       SUN
PAREQA/RSUNON, V1I IAI3P, QA/RSUNW         PARA
KATAMNHSQEI\S, VS  APPNSM, MIMNH/SKW        KATA
E)FORW=NTES, V3  PAPNPM, O(RA/W           E)PI
A)FIERW/SWMEN, VA  AAS1P, I(ERO/W          A)PO
PARABA=SI, VA  AAPDPM, BAI/NW           PARA
KAQOPLISW/MEQA, V1  PMS1P, O(PLI/ZW         KATA
U(PODE/CONTAI, VF  FMI3P, DE/XOMAI         U(PO
E)PAINE/SOUSIN, VF  FAI3P, AI)NE/W          E)PI
PROAPOQANO/NTAS, VB  AAPAPM, QNH/SKW          PRO   A)PO
A)POTEXQE/NTES, VQ  APPNPM, TI/KTW           A)PO
KAQESTHKUI/HS, VXI PAPGSF, I(/STHMI         KATA
E)CASKH/SANTES, VA  AAPNPM, A)SKE/W          E)K
KATAIKIZOME/NOUS, V1  PPPAPM, AI)KI/ZW         KATA
PROASPI/ZEI, V1  PAI3S, A)SPI/ZW         PRO
E)NNOSSOPOIHSA/MENA, VA  AMPAPN, NOSSOPOIE/W      E)N
PERIIPTA/MENA, V1  PMPNPN, I(/PTAMAI        PERI
E)PAMU/NONTAI, V1  PMI3P, A)MU/NW          E)PI
A)PAMU/NOUSIN, V1  PAI3P, A)MU/NW          A)PO
E)NAPOSFRAGI/ZOMEN, V1  PAI1P, SFRAGI/ZW        E)N   A)PO
E)PIFUTEUOME/NH, V1  PMPNSF, FUTEU/W          E)PI
METE/TREYE/N, VAI AAI3S, TRE/PW           META
A)POYU/XWN, V1  PAPNSM, YU/XW            A)PO
PROSHMEIOUME/NOUS, V4  PMPAPM, SHMEIO/W         PRO
A)POKAIOME/NAS, V1  PMPAPF, KAI/W            A)PO
A)POTEMNOME/NAS, V1  PPPAPF, TE/MNW           A)PO
A)PODEIROTOMOUME/NAS, V2  PPPAPF, DEIROTOME/W      A)PO
PERIANTLOUME/NH, V2  PMPNSF, A)NTLE/W         PERI
E)KFLEGOME/NH, V1  PMPNSF, FLE/GW           E)K
E)PILOGI/SASQE, VA  AMD2P, LOGI/ZOMAI       E)PI
A)NATI/KTOUSA, V1  PAPNSF, TI/KTW           A)NA
SUNELH/MFQHS, VVI API2S, LAMBA/NW         SUN
E)NAGWNI/SASQE, VA  AMD2P, AGWNI/ZOMAI      E)N
A)PESFENDONH/QHSAN, VCI API3P, SFENDONA/W       A)PO
A)NQI/STASQAI, V6  PMN, I(/STHMI         A)NTI
U(PH/NEGKAS, VAI AAI2S, FE/RW            U(PO
E)CEDI/KHSAN, VAI AAI3P, DIKE/W           E)K
PROKAKWQE/NTA, VC  APPASM, KAKO/W           PRO
E)KPEPO/RQHKAN, VX  XAI3P, PORQE/W          E)K
E)KDIAITHQH=NAI, VC  APN, AI)TE/W          E)K   DIA
U(PERE/BHN, VZI AAI1S, BAI/NW           U(PER
E)PIZH/SAS, VA  AAPNSM, ZA/W             E)PI
KATAKAU/SEI, VF  FAI3S, KAU/W            KATA
A)PORRUH/SETAI, VF  FMI3S, R(E/W            A)PO
E)KRIPTEI=, V2  PAI3S, R(IPTE/W         E)K
DIARRH/CWMEN, VA  AAS1P, R(H/GNUMI        DIA
A)PORRI/YWMEN, VA  AAS1P, R(I/PTW          A)PO
E)KGELA/SETAI, V3  PMI3S, GELA/W           E)K
E)KMUKTHRIEI=, VF2 FAI3S, MUKTHRI/ZW       E)K
SU/NETE, V7  PAD2P, I(/HMI           SUN
E)CHGE/RQHN, VCI API1S, E)GEI/RW         E)K
A)NTILH/MYETAI/, VF  FMI3S, LAMBA/NW         A)NTI
KATANU/GHTE, VZ  APD2P, NU/SSW           KATA
A)POPESA/TWSAN, VA  AAD3P, PI/PTW           A)PO
E)/CWSON, VA  AAD2S, W)QE/W           E)K
KATASKHNW/SEIS, VF  FAI2S, SKHNO/W          KATA
A)POPE/SOIN, VA  AAO3S, PI/PTW           A)PO
KATADIW/CAI, VA  AMD2S, DIW/KW           KATA
KATASKHNW/SAI, VA  AMD2S, SKHNO/W          KATA
E)CEGE/RQHTI, VC  APD2S, E)GEI/RW         E)K
SUNTELESQH/TW, VC  APD3S, TELE/W           SUN
KATEUQUNEI=S, VF2 FAI2S, EU)QU/NW         KATA
E)PISKE/PTH|, V1  PMI2S, SKE/PTOMAI       E)PI
DIAPOREUO/MENA, V1  PMPAPN, POREU/OMAI       DIA
E)CH/LEIYAS, VAI AAI2S, A)LEI/FW         E)K
E)CAGGEI/LW, VA  AAS1S, A)GGE/LLW        E)K
E)NEPA/GHSAN, VDI API3P, PH/GNUMI         E)N
A)POSTRAFH/TWSAN, VD  APD3P, STRE/FW          A)PO
E)PILANQANO/MENA, V1  PMPNPN, LANQA/NW         E)PI
E)PILHSQH/SETAI, VC  FPI3S, LANQA/NOMAI      E)PI
E)MPURI/ZETAI, V1  PMI3S, PURI/ZW          E)N
E)NEULOGEI=TAI, V2  PMI3S, EU)LOGE/W        E)N
KATAKURIEU/SEI, VF  FAI3S, KURIEU/W         KATA
KATAKURIEU=SAI, VA  AAN, KURIEU/W         KATA
E)PIBRE/CEI, VF  FAI3S, BRE/XW           E)PI
E)COLEQREU/SAI, VA  AMD2S, O)LEQREU/W       E)K
KATH|SXU/NATE, VAI AAI2P, AI)SXU/NW        KATA
A)POKAQISTW=N, V6  PAPNSM, I(/STHMI         A)PO  KATA
E)NW/TISAI, VA  AAN, W)TI/ZOMAI       E)N
PRO/FQASON, VA  AAD2S, FQA/NW           PRO
U(POSKE/LISON, VA  AAD2S, SKELI/ZW         U(PO
DIAME/RISON, VA  AAD2S, MERI/ZW          DIA
E)CETA/RACA/N, VAI AAI3P, TARA/SSW         E)K
KATEFLO/GISEN, VAI AAI3S, FLOGI/ZW         KATA
A)NH/FQHSAN, VVI API3P, A(/PTW           A)NA
A)NEKALU/FQH, VVI API3S, KALU/PTW         A)NA
PERIZWNNU/WN, V1  PAPNSM, ZWNNU/W          PERI
KATARTIZO/MENOS, V1  PMPNSM, A)RTI/ZW         KATA
PERIE/ZWSA/S, VAI AAI2S, ZW/NNUMI         PERI
SUNEPO/DISAS, VAI AAI2S, PODI/ZW          SUN
E)PANISTANOME/NOUS, VM  XMPAPM, I(STA/NW         E)PI  A)NA
E)CWLE/QREUSAS, VAI AAI2S, O)LEQREU/W       E)K
E)PANISTANOME/NWN, VM  XMPGPM, I(STA/NW         E)PI  A)NA
A)POKRUBH/SETAI, VD  FPI3S, KRU/PTW          A)PO
DIAME/NWN, V1  PAPNSM, ME/NW            DIA
KATAKURIEU/SWSIN, VA  AAS3P, KURIEU/W         KATA
A)NTILA/BOITO/, VB  AMO3S, LAMBA/NW         A)NTI
SUNEPODI/SQHSAN, VSI API3P, PODI/ZW          SUN
PROE/FQASAS, VAI AAI2S, FQA/NW           PRO
SUNTARA/CEI, VF  FAI3S, TARA/SSW         SUN
DIELOGI/SANTO, VAI AMI3P, LOGI/ZOMAI       DIA
E)KSPA/SAS, VA  AAPNSM, SPA/W            E)K
E)CHRI/QMHSA, VAI AAI1S, A)RIQME/W        E)K
PROPESOU=NTAI, VF2 FMI3P, PI/PTW           PRO
A)NAGGELH/SETAI, VD  FPI3S, A)GGE/LLW        A)NA
E)PA/RQHTE, VC  APD2P, AI)/RW           E)PI
E)KSPA/SEI, VF  FAI3S, SPA/W            E)K
SUNAPOLE/SH|S, VA  AAS2S, O)/LLUMI         SUN   A)PO
E)KE/KRACA, VAI AAI1S, KRA/ZW           E)K
E)KKLI/NH|S, V1  PAS2S, KLI/NW           E)K
SUNELKU/SH|S, VA  AAS2S, E(/LKW           SUN
A)NE/QALEN, VBI AAI3S, QA/LLW           A)NA
SUSSEI/ONTOS, V1  PAPGSM, SEI/W            SUN
SUSSEI/SEI, VF  FAI3S, SEI/W            SUN
KATARTIZOME/NOU, V1  PMPGSM, A)RTI/ZW         KATA
KATANUGW=, VZ  AAS2S, NU/SSW           KATA
DIAQRE/YEIS, VF  FAI2S, TRE/FW           DIA
PARAQH/SOMAI, VF  FMI1S, TI/QHMI          PARA
DIAFULA/SSONTAS, V1  PAPAPM, FULA/SSW         DIA
E)PELH/SQHN, VCI API1S, LANQA/NW         E)PI
E)PISUNAXQH=NAI, VQ  APN, A)/GW            E)PI  SUN
KATAXQEI/HSAN, VQ  APO3P, A)/GW            KATA
KATAKRU/YEIS, VF  FAI2S, KRU/PTW          KATA
A)PE/RRIMMAI, VM  XPI1S, R(I/PTW          A)PO
E)MPAGH=NAI, VD  APN, PH/GNUMI         E)N
SUMBIBW=, VF2 FAI1S, BIBA/ZW          SUN
DIASKEDA/ZEI, V1  PAI3S, SKEDA/ZW         DIA
SUNIEI\S, VH  AAPNSM, I(/HMI           SUN
E)PAINESQH/SETAI, VC  FPI3S, AI)NE/W          E)PI
E)CEZH/THSA, VAI AAI1S, ZHTE/W           E)K
PROSE/LQATE, VB  AAD2P, E)/RXOMAI        PROS
PAREMBALEI=, VF2 FAI3S, BA/LLW           PARA  E)N
E)NTRAPH/TWSAN, VD  APD3P, TRE/PW           E)N
KATAISXUNQH/TWSAN, VC  APD3P, AI)SXU/NW        KATA
E)KQLI/BWN, V1  PAPNSM, QLI/BW           E)K
SULLABE/TW, VB  AAD3S, LAMBA/NW         SUN
A)NTAPEDI/DOSA/N, V8I IAI3P, DI/DWMI          A)NTI A)PO
E)NEDUO/MHN, V1I IMI1S, DU/W             E)N
E)CEMUKTH/RISA/N, VSI API3P, MUKTHRI/ZW       E)K
E)PO/YH|, VF  FMI2S, O(RA/W           E)PI
KATEPI/OMEN, VBI AAI1P, PI/NW            KATA
E)NDUSA/SQWSAN, VA  AMD3P, DU/W             E)N
PARAZH/LOU, V4  PAD2S, ZHLO/W           PARA
A)POPESOU=NTAI, VF2 FMI3P, PI/PTW           A)PO
KATASKH/NOU, V4  PAD2S, SKHNO/W          KATA
KATATRU/FHSON, VA  AAD2S, TRUFA/W          KATA
U(POTA/GHQI, VZ  AAD2S, TA/SSW           U(PO
KATEUODOUME/NW|, V4  PMPDSM, EU)ODO/W         KATA
U(PA/RCH|, VA  AAS3S, A)/RXW           U(PO
KATATRUFH/SOUSIN, VF  FAI3P, TRU/FA/W         KATA
PARATHRH/SETAI, VF  FMI3S, THRE/W           PARA
E)KGELA/SETAI, VF  FMI3S, GELA/W           E)K
PROBLE/PEI, V1  PAI3S, BLE/PW           PRO
SUNTRIBEI/HSAN, VD  APO3P, TRI/BW           SUN
SUNTRIBH/SONTAI, VD  FPI3P, TRI/BW           SUN
KATAISXUNQH/SONTAI, VC  FPI3P, AI)SXU/NW        KATA
KATEUQU/NETAI, V1  PPI3S, EU)QU/NW         KATA
KATARAXQH/SETAI, VQ  FPI3S, R(A/SSW          KATA
A)NTISTHRI/ZEI, V1  PAI3S, STHRI/ZW         A)NTI
E)KDIWXQH/SONTAI, VQ  FPI3P, DIW/KW           E)K
KATASKHNW/SOUSIN, VF  FAI3P, SKHNO/W          KATA
U(POSKELISQH/SETAI, VS  FPI3S, SKELI/ZW         U(PO
KATADIKA/SHTAI, VA  AMS3S, DIKA/ZW          KATA
E)COLEQREU/ESQAI, V1  PMN, O)LEQREU/W       E)K
E)PESTH/RISAS, VAI AAI2S, STHRI/ZW         E)PI
PROSW/ZESAN, VAI AAI3P, O)/ZW            PROS
KATEKA/MFQHN, VVI API1S, KA/MPTW          KATA
E)PIXARW=SI/N, VD  APS3P, XAI/RW           E)PI
E)NDIE/BALLO/N, V1I IAI3P, BA/LLW           E)N   DIA
E)CE/THCAS, VAI AAI2S, TH/KW            E)K
A)NAYU/CW, VF  FAI1S, YU/XW            A)NA
U(PA/RCW, VA  AAS1S, A)/RXW           U(PO
E)PIXARH=|, VD  APS3S, XAI/RW           E)PI
E)CE/XEA, VAI AAI1S, XE/W             E)K
KATAQLA/SAI, VA  AAN, QLA/W            KATA
E)COUQENW/SOMEN, VF  FAI1P, OU)QENO/W        E)K
E)PAINESQHSO/MEQA, VC  FPI1P, AI)NE/W          E)PI
E)COMOLOGHSO/MEQA, VF  FMI1P, O(MOLOGE/W       E)K
DIE/SPEIRAS, VAI AAI2S, SPEI/RW          DIA
PARALALOU=NTOS, V2  PAPGSM, LALE/W           PARA
E)KDIW/KONTOS, V1  PAPGSM, DIW/KW           E)K
DIEPETA/SAMEN, VAI AAI1P, PETA/ZW          DIA
A)PW/SH|, VA  AAS3S, W)QE/W           A)PO
E)CHREU/CATO, VAI AMI3S, E)REU/GOMAI      E)K
PERI/ZWSAI, VA  AMD2S, ZW/NNUMI         PERI
E)/NTEINON, VA  AAD2S, TEI/NW           E)N
KATEUODOU=, V4  PAD2S, EU)ODO/W         KATA
A)PENEXQH/SONTAI, VQ  FPI3P, FE/RW            A)PO
SUGKLA/SEI, VF  FAI3S, KLAI/W           SUN
E)PH/RQHSAN, VCI API3P, AI)/RW           E)PI
PERILA/BETE, VB  AAD2P, LAMBA/NW         PERI
DIHGH/SASQE, VA  AMI2P, H(GE/OMAI        DIA
KATADIE/LESQE, VB  AMD2P, AI(RE/W          KATA  DIA
PARASUNEBLH/QH, VCI API3S, BA/LLW           PARA  SUN
KATAKURIEU/SOUSIN, VF  FAI3P, KURIEU/W         KATA
SUNE/TREXES, V1I IAI2S, TRE/XW           SUN
PERIE/PLEKEN, VBI AAI3S, PLE/KW           PERI
KATELA/LEIS, V2I IAI2S, LALE/W           KATA
SUNELH/MFQHN, VVI API1S, LAMBA/NW         SUN
E)GKAI/NISON, VA  AAD2S, KAINI/ZW         E)N
A)NTANE/LH|S, VD  APS2S, E)/RXOMAI        A)NTI A)NA
E)COUQENW/SEI, VF  FAI3S, OU)QENO/W        E)K
E)GKAUXA=|, V3  PMI2S, KAUXA/OMAI       E)N
E)KTI/LAI, VB  AAN, TI/LLW           E)K
KATAPO/NTISON, VA  AAD2S, PONTI/ZW         KATA
KATADI/ELE, VB  AAD2S, AI(RE/W          KATA  DIA
KATABH/TWSAN, VZ  AAD3P, BAI/NW           KATA
PAROIKH/SOUSIN, VF  FAI3P, OI)KE/W          PARA
E)CEGERQH/SOMAI, VC  FPI1S, E)GEI/RW         E)K
SUNE/QLASEN, VAI AAI3S, QLA/W            SUN
E)COUDENWQH/SONTAI, VC  FPI3P, OU)DENO/W        E)K
E)NTENEI=, VF2 FAI3S, TEI/NW           E)N
A)NTANAIREQH/SONTAI, VC  FPI3P, AI(RE/W          A)NTI A)NA
E)PANISTANOME/NWN, VM  XMPGPM, I(/STHMI         E)PI  A)NA
A)POFQE/GCONTAI, VF  FMI3P, FQE/GGOMAI       A)PO
E)KGELA/SH|, VA  AAS3S, GELA/W           E)K
E)COUDENW/SEIS, VF  FAI2S, OU)DENO/W        E)K
DIASKO/RPISON, VA  AAD2S, SKORPI/ZW        DIA
SULLHMFQH/TWSAN, VC  APD3P, LAMBA/NW         SUN
DIAGGELH/SONTAI, VD  FPI3P, A)GGE/LLW        DIA
SUNE/SEISAS, VAI AAI2S, SEI/W            SUN
DIAMETRH/SW, VF  FAI1S, METRE/W          DIA
A)PA/CEI, VF  FAI3S, A)/GW            A)PO
E)COUDENW/SEI, VF  FAI3S, OU)DENO/W        E)K
PAROIKH/SW, VF  FAI1S, OI)KE/W          PARA
U(POTA/GHQI, VD  APD2S, TA/SSW           U(PO
E)PIPOQEI=TE, V2  PAI2P, POQE/W           E)PI
PROSTI/QESQE, V7  PMI2P, TI/QHMI          PROS
E)NEFRA/GH, VZI AAI3S, FRA/SSW          E)N
KATATOCEU/SOUSIN, VF  FAI3P, TOCEU/W          KATA
E)CHREU/NHSAN, VAI AAI3P, E)REUNA/W        E)K
E)PAINESQH/SONTAI, VC  FPI3P, AI)NE/W          E)PI
U(PEREDUNA/MWSAN, VAI AAI3P, DUNAMO/W         U(PER
PROSELA/BOU, VBI AMI2S, LAMBA/NW         PROS
SUNTARA/SSWN, V1  PAPNSM, TARA/SSW         SUN
PERIZW/SONTAI, VF  FMI3P, ZW/NNUMI         PERI
DIELEU/SONTAI, VF  FMI3P, E)/RXOMAI        DIA
E)PEBI/BASAS, VAI AAI2S, BIBA/ZW          E)PI
EI)SAKOUSA/TW, VA  AAD3S, A)KOU/W          EI)S
E)COMOLOGHSA/SQWSA/N, VA  AMD3P, O(MOLOGE/W       E)K
DIASKORPISQH/TWSAN, VS  APD3P, SKORPI/ZW        DIA
E)KLIPE/TWSAN, VB  AAD3P, LEI/PW           E)K
E)PIBEBHKO/TI, VX  XAPDSM, BAI/NW           E)PI
PARAPIKRAI/NONTAS, V1  PAPAPM, PIKRAI/NW        PARA
KATEUODW/SEI, VF  FAI3S, EU)ODO/W         KATA
SUNQLA/SEI, VF  FAI3S, QLA/W            SUN
E)NEPA/GHN, VDI API1S, PH/GNUMI         E)N
E)KDIW/KONTE/S, V1  PAPNPM, DIW/KW           E)K
A)PETI/NNUON, V1I IAI3P, TINNU/W          A)PO
A)PHLLOTRIWME/NOS, VM  XPPNSM, A)LLOTRIO/W      A)PO
SUNE/KAMYA, VAI AAI1S, KA/MPTW          SUN
E)MPAGW=, VD  APS1S, PH/GNUMI         E)N
KATAPONTISA/TW, VA  AAD3S, PONTI/ZW         KATA
KATAPIE/TW, VB  AAD3S, PI/NW            KATA
PROSEDO/KHSEN, VAI AAI3S, DOKA/W           PROS
SULLUPOU/MENON, V2  PAPASM, LUPE/W           SUN
SU/GKAMYON, VA  AAD2S, KA/MPTW          SUN
E)PESTHRI/XQHN, VQI API1S, STHRI/ZW         E)PI
E)NDIABA/LLONTES, V1  PAPNPM, BA/LLW           E)N   DIA
PERIBALE/SQWSAN, VB  AMD3P, BA/LLW           PERI
E)NTRAPW=SIN, VB  AAS3P, TRE/PW           E)N
A)NALABE/TW, VB  AAD3S, LAMBA/NW         A)NA
SUMPARAMENEI=, VF2 FAI3S, ME/NW            SUN   PARA
A)NTANAIREQH=|, VC  APS3S, AI(RE/W          A)NTI A)NA
U(PERARQH/SETAI, VC  FPI3S, AI)/RW           U(PER
E)CANQH/SOUSIN, VF  FAI3P, I(/HMI           E)K   A)NTI
SUNW=, VH  AAS1S, I(/HMI           SUN
E)PARQH=NAI, VC  APN, AI)/RW           E)PI
E)CEGEIROME/NOU, V1  PMPGSM, E)GEI/RW         E)K
E)COUDENWME/NOS, VM  XPPNSM, OU)DENO/W        E)K
KATESKH/NWSAS, VAI AAI2S, SKHNO/W          KATA
E)NEKAUXH/SANTO, VAI AMI3P, KAUXA/OMAI       E)N
KATE/RRACAN, VAI AAI3P, R(A/SSW          KATA
SUNE/QLASAS, VAI AAI2S, QLA/W            SUN
KATH|SXUMME/NOS, VM  XPPNSM, AI)SXU/NW        KATA
E)PIKALESO/MEQA, VF  FMI1P, KALE/W           E)PI
PARANOMEI=TE, V2  PAD2P, NOME/W           PARA
E)PAI/RETE, V1  PAD2P, AI)/RW           E)PI
SUGKLA/SW, VF  FAI1S, KLAI/W           SUN
PARAKLHQH=NAI, VC  APN, KALE/W           PARA
DIELOGISA/MHN, VAI AMI1S, LOGI/ZOMAI       DIA
A)POKO/YEI, VF  FAI3S, KO/PTW           A)PO
SUNE/CEI, VF  FAI3S, E)/XW            SUN
DIAPOREU/ONTAI, V1  PMI3P, POREU/OMAI       DIA
E)KZHTH/SOUSIN, VF  FAI3P, ZHTE/W           E)K
E)CEPEI/RASAN, VAI AAI3P, PEIRA/ZW         E)K
KATELA/LHSAN, VAI AAI3P, LALE/W           KATA
E)KKAU/SEI, VF  FAI3S, KAI/W            E)K
E)COUDE/NWSEN, VA  AAI3P, OU)DENO/W        E)K
E)KKEXUME/NOU, VM  XMPGSM, XE/W             E)K
A)NQOMOLOGHSO/MEQA/, VF  FMI1P, O(MOLOGE/W       A)NTI
E)MFA/NHQI, VZ  AAD2S, FAI/NW           E)N
METH=RAS, VAI AAI2S, AI)/RW           META
KATENEMH/SATO, VAI AMI3S, NE/MW            KATA
E)MPEPURISME/NH, VT  XPPNSF, PURI/ZW          E)N
A)NESKAMME/NH, VP  XPPNSF, SKA/PTW          A)NA
A)POSTW=MEN, VH  AAS1P, I(/STHMI         A)PO
E)PEKALE/SW, VAI AMI2S, KALE/W           E)PI
KATAPRAU/+NH|S, VA  AAS2S, PRAU/+NW         KATA
KATEPANOURGEU/SANTO, VAI AMI3P, PANOURGEU/OMAI   KATA
E)COLEQREU/SWMEN, VA  AAS1P, O)LEQREU/W       E)K
DIAFLE/CEI, VF  FAI3S, FLE/GW           DIA
KATADIW/CEIS, VF  FAI2S, DIW/KW           KATA
A)POLE/SQWSAN, VB  AMD3P, O)LLU/W          A)PO
KATE/PAUSAS, VAI AAI2S, PAU/W            KATA
DIATENEI=S, VF2 FAI2S, TEI/NW           DIA
PROPOREU/SETAI, VF  FMI3S, POREU/OMAI       PRO
PROSELOGI/SQHN, VSI API1S, LOGI/ZOMAI       PROS
A)PW/SQHSAN, VS  API3P, W)QE/W           A)PO
DIEPE/TASA, VAI AAI1S, PETA/ZW          DIA
E)PILELHSME/NH|, VX  XPPDSF, LANQA/NW         E)PI
A)PWQEI=S, V2  PAI2S, W)QE/W           A)PO
E)NDOCAZO/MENOS, V1  PMPNSM, DOCA/ZW          E)N
KATAPRAU/+NEIS, V1  PAI2S, PRAU/+NW         KATA
SUNANTILH/MYETAI, VF  FMI3S, LAMBA/NW         SUN   A)NTI
KATISXU/SEI, VF  FAI3S, I)SXU/W          KATA
SUGKO/YW, VF  FAI1S, KO/PTW           SUN
DIASKEDA/SW, VA  AAS1S, SKEDA/ZW         DIA
KATHRTISME/NH, VMI XMPNSF, A)RTI/ZW         KATA
E)COUDE/NWSAS, VAI AAI2S, OU)DENO/W        E)K
KATE/STREYAS, VAI AAI2S, STRE/FW          KATA
PARAKLH/QHTI, VC  APD2S, KALE/W           PARA
E)NEPLH/SQHMEN, VSI API1P, PI/MPLHMI        E)N
E)PISKIA/SEI, VF  FAI3S, SKIA/ZW          E)PI
KATANOH/SEIS, VF  FAI2S, NOE/W            KATA
KATAPATH/SEIS, VF  FAI2S, A)PATA/W         KATA
DIE/KUYAN, VAI AAI3P, KU/PTW           DIA
E)PANISTANOME/NOIS, VM  XMPDPM, I(/STHMI         E)PI  A)NA
SU/NETE, VB  AAD2P, I(/HMI           SUN
SUMPARASTH/SETAI/, VF  FMI3S, I(/STHMI         SUN   PARA
SUMPROSE/STAI, V9  FMI3S, EI)MI/           SUN   PROS
KATADIKA/SONTAI, VF  FMI3P, DIKA/ZW          KATA
PROFQA/SWMEN, VA  AAS1S, FQA/NW           PRO
KAQI/STATAI, VF  FPI3S, I(/ZW            KATA
E)GKAUXW/MENOI, V1  PMPNPM, KAUXA/OMAI       E)N
U(PERUYW/QHS, VCI API2S, U(YO/W           U(PER
E)PH/KOUES, V1I IAI2S, A)KOU/W          E)PI
E)KDIKW=N, V2  PAPNSM, DIKE/W           E)K
SUNH/SW, VF  FAI1S, I(/HMI           SUN
DIEPOREUO/MHN, V1I IMI1S, POREU/OMAI       DIA
E)CEDI/WKON, V1I IAI1S, DIW/KW           E)K
A)PE/KTENNON, VBI AAI1S, KTEI/NW          A)PO
SUNEFRU/GHSAN, VAI AAI3P, FRU/GW           SUN
E)PA/RAS, VAI AAI2S, AI)/RW           E)PI
A)NAKAINISQH/SETAI, VC  FPI3S, KAINI/ZW         A)NA
E)CANQH/SEI, VF  FAI3S, I(/HMI           E)K   A)NTI
PERIPATW=N, V2  PAPNSM, PATE/W           PERI
E)CANATE/LLWN, V1  PAPNSM, TE/LLW           E)K   A)NA
E)NNOSSEU/SOUSIN, VF  FAI3P, NOSSEU/W         E)N
PROSDOKW=SIN, V2  PAS3P, DOKA/W           PROS
A)NTANELEI=S, VF2 FAI2S, AI(RE/W          A)NTI A)NA
A)NAKAINIEI=S, VF2 FAI2S, KAINI/ZW         A)NA
U(PA/RXW, V1  PAI1S, A)/RXW           U(PO
E)KLI/POISAN, VA  AAO3P, LEI/PW           E)K
E)CH=RYEN, VAI AAI3S, E)/RPW           E)K
KATAFLE/GON, V1  PAPASN, FLE/GW           KATA
DIASKORPI/SAI, VA  AAN, SKORPI/ZW        DIA
SUNE/KLASEN, VAI AAI3S, KLA/W            SUN
E)CAGGEILA/TWSAN, VA  AAD3P, A)GGE/LLW        E)K
E)MFRA/CEI, VF  FAI3S, FRA/SSW          E)N
PROSEUXO/MHN, V1  IMI1S, EU)/XOMAI        PROS
METANASTH/TWSAN, VH  AAD3P, I(/STHMI         META  A)NA
E)PAITHSA/TWSAN, VA  AAD3P, AI)TE/W          E)PI
E)KBLHQH/TWSAN, VC  APD3P, BA/LLW           E)K
